time_step,agent_id,x,y
0,200000,357058.35,5643387.01
0,200001,358168.48,5646571.819999999
0,200002,358693.08,5646250.64
0,200003,357322.0,5644863.78
0,200004,358868.91,5643419.3
0,200005,354765.47000000003,5646258.42
0,200006,357341.26,5645345.109999999
0,200007,356643.53,5645337.68
0,200008,359272.23,5645310.85
0,200009,355376.78,5645353.17
