time_step,agent_id,x,y
0,200000,356943.97000000003,5644722.42
0,200001,356216.34,5644593.41
0,200002,356225.27,5644788.069999999
0,200003,356249.31,5645431.069999999
0,200004,356812.61,5644566.24
0,200005,356237.18,5644956.33
0,200006,356502.0,5644602.6
0,200007,357429.48,5644736.66
0,200008,356797.94,5644756.51
0,200009,356238.49,5645171.14
