time_step,agent_id,x,y
0,200000,354746.68,5646668.5
0,200001,359304.53,5643109.93
0,200002,354081.72000000003,5644857.31
0,200003,357058.35,5643387.01
0,200004,358511.2,5644390.92
0,200005,357058.35,5643387.01
0,200006,354056.09,5646939.59
0,200007,354081.72000000003,5644857.31
0,200008,356577.31,5646702.33
0,200009,354662.71,5643397.37
