time_step,agent_id,x,y
0,200000,357468.23,5644178.78
0,200001,356249.31,5645431.069999999
0,200002,356216.34,5644593.41
0,200003,354773.34,5646253.95
0,200004,358820.74,5644625.29
0,200005,355620.13,5643678.4399999995
0,200006,354455.58,5643722.24
0,200007,356797.94,5644756.51
0,200008,356249.41,5644176.13
0,200009,354496.44,5645640.89
