time_step,agent_id,x,y
0,200000,355988.46,5643035.89
0,200001,359304.53,5643109.93
0,200002,356644.54,5643526.27
0,200003,356629.49,5645854.109999999
0,200004,355968.04,5643431.52
0,200005,354082.06,5644472.16
0,200006,354773.04,5645712.399999999
0,200007,358511.2,5644390.92
0,200008,356010.48,5645738.26
0,200009,357379.44,5645621.7299999995
